(1, 1, 2, 2),15,[61259, 10000, 6.1259]
(1, 1, 2, 3),0,[0, 10000, 0.0]
(1, 1, 2, 3),1,[232430, 10000, 23.243]
(1, 1, 2, 3),2,[225486, 10000, 22.5486]
(1, 1, 2, 3),3,[154233, 10000, 15.4233]
(1, 1, 2, 3),4,[43476, 10000, 4.3476]
(1, 1, 2, 3),5,[167394, 10000, 16.7394]
(1, 1, 2, 3),6,[167751, 10000, 16.7751]
(1, 1, 2, 3),7,[143439, 10000, 14.3439]
(1, 1, 2, 3),8,[42844, 10000, 4.2844]
(1, 1, 2, 3),9,[168787, 10000, 16.8787]
(1, 1, 2, 3),10,[163217, 10000, 16.3217]
(1, 1, 2, 3),11,[139328, 10000, 13.9328]
(1, 1, 2, 3),12,[72919, 10000, 7.2919]
(1, 1, 2, 3),13,[152190, 10000, 15.219]
(1, 1, 2, 3),14,[151776, 10000, 15.1776]
(1, 1, 2, 3),15,[144005, 10000, 14.4005]
(1, 1, 2, 4),0,[0, 10000, 0.0]
(1, 1, 2, 4),1,[234452, 10000, 23.4452]
(1, 1, 2, 4),2,[232648, 10000, 23.2648]
(1, 1, 2, 4),3,[157489, 10000, 15.7489]
(1, 1, 2, 4),4,[44076, 10000, 4.4076]
(1, 1, 2, 4),5,[164225, 10000, 16.4225]
(1, 1, 2, 4),6,[163670, 10000, 16.367]
(1, 1, 2, 4),7,[139980, 10000, 13.998]
(1, 1, 2, 4),8,[43364, 10000, 4.3364]
(1, 1, 2, 4),9,[169396, 10000, 16.9396]
(1, 1, 2, 4),10,[170369, 10000, 17.0369]
(1, 1, 2, 4),11,[142922, 10000, 14.2922]
(1, 1, 2, 4),12,[74055, 10000, 7.4055]
(1, 1, 2, 4),13,[148992, 10000, 14.8992]
(1, 1, 2, 4),14,[151947, 10000, 15.1947]
(1, 1, 2, 4),15,[137460, 10000, 13.746]
(1, 1, 2, 5),0,[0, 10000, 0.0]
(1, 1, 2, 5),1,[230870, 10000, 23.087]
(1, 1, 2, 5),2,[233412, 10000, 23.3412]
(1, 1, 2, 5),3,[157130, 10000, 15.713]
(1, 1, 2, 5),4,[42772, 10000, 4.2772]
(1, 1, 2, 5),5,[167652, 10000, 16.7652]
(1, 1, 2, 5),6,[168961, 10000, 16.8961]
(1, 1, 2, 5),7,[138766, 10000, 13.8766]
(1, 1, 2, 5),8,[43344, 10000, 4.3344]
(1, 1, 2, 5),9,[163676, 10000, 16.3676]
(1, 1, 2, 5),10,[163987, 10000, 16.3987]
(1, 1, 2, 5),11,[140554, 10000, 14.0554]
(1, 1, 2, 5),12,[72398, 10000, 7.2398]
(1, 1, 2, 5),13,[152984, 10000, 15.2984]
(1, 1, 2, 5),14,[150952, 10000, 15.0952]
(1, 1, 2, 5),15,[142119, 10000, 14.2119]
(1, 1, 2, 6),0,[0, 10000, 0.0]
(1, 1, 2, 6),1,[233492, 10000, 23.3492]
(1, 1, 2, 6),2,[237108, 10000, 23.7108]
(1, 1, 2, 6),3,[156795, 10000, 15.6795]
(1, 1, 2, 6),4,[42416, 10000, 4.2416]
(1, 1, 2, 6),5,[169868, 10000, 16.9868]
(1, 1, 2, 6),6,[166053, 10000, 16.6053]
(1, 1, 2, 6),7,[145508, 10000, 14.5508]
(1, 1, 2, 6),8,[43106, 10000, 4.3106]
(1, 1, 2, 6),9,[166087, 10000, 16.6087]
(1, 1, 2, 6),10,[165168, 10000, 16.5168]
(1, 1, 2, 6),11,[138826, 10000, 13.8826]
(1, 1, 2, 6),12,[72179, 10000, 7.2179]
(1, 1, 2, 6),13,[149460, 10000, 14.946]
(1, 1, 2, 6),14,[153972, 10000, 15.3972]
(1, 1, 2, 6),15,[142696, 10000, 14.2696]
(1, 1, 3, 3),0,[0, 10000, 0.0]
(1, 1, 3, 3),1,[-57840, 10000, -5.784]
(1, 1, 3, 3),2,[-56980, 10000, -5.698]
(1, 1, 3, 3),3,[-39090, 10000, -3.909]
(1, 1, 3, 3),4,[-37090, 10000, -3.709]
(1, 1, 3, 3),5,[87436, 10000, 8.7436]
(1, 1, 3, 3),6,[83561, 10000, 8.3561]
(1, 1, 3, 3),7,[56356, 10000, 5.6356]
(1, 1, 3, 3),8,[-36528, 10000, -3.6528]
(1, 1, 3, 3),9,[89261, 10000, 8.9261]
(1, 1, 3, 3),10,[87506, 10000, 8.7506]
(1, 1, 3, 3),11,[61592, 10000, 6.1592]
(1, 1, 3, 3),12,[-5987, 10000, -0.5987]
(1, 1, 3, 3),13,[71251, 10000, 7.1251]
(1, 1, 3, 3),14,[65399, 10000, 6.5399]
(1, 1, 3, 3),15,[58360, 10000, 5.836]
(1, 1, 3, 4),0,[0, 10000, 0.0]
(1, 1, 3, 4),1,[229926, 10000, 22.9926]
(1, 1, 3, 4),2,[231498, 10000, 23.1498]
(1, 1, 3, 4),3,[155799, 10000, 15.5799]
(1, 1, 3, 4),4,[43992, 10000, 4.3992]
(1, 1, 3, 4),5,[169616, 10000, 16.9616]
(1, 1, 3, 4),6,[166512, 10000, 16.6512]
(1, 1, 3, 4),7,[140901, 10000, 14.0901]
(1, 1, 3, 4),8,[41486, 10000, 4.1486]
(1, 1, 3, 4),9,[163743, 10000, 16.3743]
(1, 1, 3, 4),10,[169893, 10000, 16.9893]
(1, 1, 3, 4),11,[141253, 10000, 14.1253]
(1, 1, 3, 4),12,[70956, 10000, 7.0956]
(1, 1, 3, 4),13,[147831, 10000, 14.7831]
(1, 1, 3, 4),14,[150312, 10000, 15.0312]
(1, 1, 3, 4),15,[138108, 10000, 13.8108]
(1, 1, 3, 5),0,[0, 10000, 0.0]
(1, 1, 3, 5),1,[230742, 10000, 23.0742]
(1, 1, 3, 5),2,[231632, 10000, 23.1632]
(1, 1, 3, 5),3,[158269, 10000, 15.8269]
(1, 1, 3, 5),4,[43456, 10000, 4.3456]
(1, 1, 3, 5),5,[162853, 10000, 16.2853]
(1, 1, 3, 5),6,[165959, 10000, 16.5959]
(1, 1, 3, 5),7,[142484, 10000, 14.2484]
(1, 1, 3, 5),8,[43072, 10000, 4.3072]
(1, 1, 3, 5),9,[165426, 10000, 16.5426]
(1, 1, 3, 5),10,[165702, 10000, 16.5702]
(1, 1, 3, 5),11,[139428, 10000, 13.9428]
(1, 1, 3, 5),12,[73552, 10000, 7.3552]
(1, 1, 3, 5),13,[152897, 10000, 15.2897]
(1, 1, 3, 5),14,[144718, 10000, 14.4718]
(1, 1, 3, 5),15,[141605, 10000, 14.1605]
(1, 1, 3, 6),0,[0, 10000, 0.0]
(1, 1, 3, 6),1,[232528, 10000, 23.2528]
(1, 1, 3, 6),2,[237338, 10000, 23.7338]
(1, 1, 3, 6),3,[153219, 10000, 15.3219]
(1, 1, 3, 6),4,[43522, 10000, 4.3522]
(1, 1, 3, 6),5,[169721, 10000, 16.9721]
(1, 1, 3, 6),6,[166816, 10000, 16.6816]
(1, 1, 3, 6),7,[140795, 10000, 14.0795]
(1, 1, 3, 6),8,[43428, 10000, 4.3428]
(1, 1, 3, 6),9,[167451, 10000, 16.7451]
(1, 1, 3, 6),10,[167641, 10000, 16.7641]
(1, 1, 3, 6),11,[138148, 10000, 13.8148]
(1, 1, 3, 6),12,[71786, 10000, 7.1786]
(1, 1, 3, 6),13,[148023, 10000, 14.8023]
(1, 1, 3, 6),14,[152506, 10000, 15.2506]
(1, 1, 3, 6),15,[144596, 10000, 14.4596]
(1, 1, 4, 4),0,[0, 10000, 0.0]
(1, 1, 4, 4),1,[-58755, 10000, -5.8755]
(1, 1, 4, 4),2,[-57925, 10000, -5.7925]
(1, 1, 4, 4),3,[-37700, 10000, -3.77]
(1, 1, 4, 4),4,[-37638, 10000, -3.7638]
(1, 1, 4, 4),5,[84340, 10000, 8.434]
(1, 1, 4, 4),6,[89434, 10000, 8.9434]
(1, 1, 4, 4),7,[62201, 10000, 6.2201]
(1, 1, 4, 4),8,[-36186, 10000, -3.6186]
(1, 1, 4, 4),9,[85236, 10000, 8.5236]
(1, 1, 4, 4),10,[84851, 10000, 8.4851]
(1, 1, 4, 4),11,[62138, 10000, 6.2138]
(1, 1, 4, 4),12,[-5737, 10000, -0.5737]
(1, 1, 4, 4),13,[68377, 10000, 6.8377]
(1, 1, 4, 4),14,[72944, 10000, 7.2944]
(1, 1, 4, 4),15,[58675, 10000, 5.8675]
(1, 1, 4, 5),0,[0, 10000, 0.0]
(1, 1, 4, 5),1,[232322, 10000, 23.2322]
(1, 1, 4, 5),2,[234298, 10000, 23.4298]
(1, 1, 4, 5),3,[162975, 10000, 16.2975]
(1, 1, 4, 5),4,[43548, 10000, 4.3548]
(1, 1, 4, 5),5,[163410, 10000, 16.341]
(1, 1, 4, 5),6,[165167, 10000, 16.5167]
(1, 1, 4, 5),7,[139122, 10000, 13.9122]
(1, 1, 4, 5),8,[43248, 10000, 4.3248]
(1, 1, 4, 5),9,[165195, 10000, 16.5195]
(1, 1, 4, 5),10,[165990, 10000, 16.599]
(1, 1, 4, 5),11,[137245, 10000, 13.7245]
(1, 1, 4, 5),12,[71513, 10000, 7.1513]
(1, 1, 4, 5),13,[149501, 10000, 14.9501]
(1, 1, 4, 5),14,[150642, 10000, 15.0642]
(1, 1, 4, 5),15,[138679, 10000, 13.8679]
(1, 1, 4, 6),0,[0, 10000, 0.0]
(1, 1, 4, 6),1,[232892, 10000, 23.2892]
(1, 1, 4, 6),2,[230850, 10000, 23.085]
(1, 1, 4, 6),3,[162553, 10000, 16.2553]
(1, 1, 4, 6),4,[42452, 10000, 4.2452]
(1, 1, 4, 6),5,[170521, 10000, 17.0521]
(1, 1, 4, 6),6,[165632, 10000, 16.5632]
(1, 1, 4, 6),7,[136894, 10000, 13.6894]
(1, 1, 4, 6),8,[42634, 10000, 4.2634]
(1, 1, 4, 6),9,[168874, 10000, 16.8874]
(1, 1, 4, 6),10,[165850, 10000, 16.585]
(1, 1, 4, 6),11,[138512, 10000, 13.8512]
(1, 1, 4, 6),12,[74128, 10000, 7.4128]
(1, 1, 4, 6),13,[152639, 10000, 15.2639]
(1, 1, 4, 6),14,[148665, 10000, 14.8665]
(1, 1, 4, 6),15,[139350, 10000, 13.935]
(1, 1, 5, 5),0,[0, 10000, 0.0]
(1, 1, 5, 5),1,[-58485, 10000, -5.8485]
(1, 1, 5, 5),2,[-59185, 10000, -5.9185]
(1, 1, 5, 5),3,[-39525, 10000, -3.9525]
(1, 1, 5, 5),4,[-37724, 10000, -3.7724]
(1, 1, 5, 5),5,[87822, 10000, 8.7822]
(1, 1, 5, 5),6,[84654, 10000, 8.4654]
(1, 1, 5, 5),7,[58542, 10000, 5.8542]
(1, 1, 5, 5),8,[-36338, 10000, -3.6338]
(1, 1, 5, 5),9,[87493, 10000, 8.7493]
(1, 1, 5, 5),10,[84365, 10000, 8.4365]
(1, 1, 5, 5),11,[59789, 10000, 5.9789]
(1, 1, 5, 5),12,[-6558, 10000, -0.6558]
(1, 1, 5, 5),13,[67891, 10000, 6.7891]
(1, 1, 5, 5),14,[72692, 10000, 7.2692]
(1, 1, 5, 5),15,[59147, 10000, 5.9147]
(1, 1, 5, 6),0,[0, 10000, 0.0]
(1, 1, 5, 6),1,[229710, 10000, 22.971]
(1, 1, 5, 6),2,[229256, 10000, 22.9256]
(1, 1, 5, 6),3,[159010, 10000, 15.901]
(1, 1, 5, 6),4,[44318, 10000, 4.4318]
(1, 1, 5, 6),5,[168513, 10000, 16.8513]
(1, 1, 5, 6),6,[169507, 10000, 16.9507]
(1, 1, 5, 6),7,[136277, 10000, 13.6277]
(1, 1, 5, 6),8,[43910, 10000, 4.391]
(1, 1, 5, 6),9,[164740, 10000, 16.474]
(1, 1, 5, 6),10,[167606, 10000, 16.7606]
(1, 1, 5, 6),11,[141226, 10000, 14.1226]
(1, 1, 5, 6),12,[72570, 10000, 7.257]
(1, 1, 5, 6),13,[152341, 10000, 15.2341]
(1, 1, 5, 6),14,[150737, 10000, 15.0737]
(1, 1, 5, 6),15,[140828, 10000, 14.0828]
(1, 1, 6, 6),0,[0, 10000, 0.0]
(1, 1, 6, 6),1,[-58590, 10000, -5.859]
(1, 1, 6, 6),2,[-57040, 10000, -5.704]
(1, 1, 6, 6),3,[-38835, 10000, -3.8835]
(1, 1, 6, 6),4,[-36090, 10000, -3.609]
(1, 1, 6, 6),5,[89044, 10000, 8.9044]
(1, 1, 6, 6),6,[86994, 10000, 8.6994]
(1, 1, 6, 6),7,[58351, 10000, 5.8351]
(1, 1, 6, 6),8,[-37360, 10000, -3.736]
(1, 1, 6, 6),9,[91421, 10000, 9.1421]
(1, 1, 6, 6),10,[85007, 10000, 8.5007]
(1, 1, 6, 6),11,[61572, 10000, 6.1572]
(1, 1, 6, 6),12,[-6114, 10000, -0.6114]
(1, 1, 6, 6),13,[73432, 10000, 7.3432]
(1, 1, 6, 6),14,[70955, 10000, 7.0955]
(1, 1, 6, 6),15,[61458, 10000, 6.1458]
(1, 2, 2, 2),0,[0, 10000, 0.0]
(1, 2, 2, 2),1,[41550, 10000, 4.155]
(1, 2, 2, 2),2,[-108070, 10000, -10.807]
(1, 2, 2, 2),3,[-89080, 10000, -8.908]
(1, 2, 2, 2),4,[-108120, 10000, -10.812]
(1, 2, 2, 2),5,[-89400, 10000, -8.94]
(1, 2, 2, 2),6,[37647, 10000, 3.7647]
(1, 2, 2, 2),7,[7630, 10000, 0.763]
(1, 2, 2, 2),8,[-107995, 10000, -10.7995]
(1, 2, 2, 2),9,[-89710, 10000, -8.971]
(1, 2, 2, 2),10,[33668, 10000, 3.3668]
(1, 2, 2, 2),11,[15999, 10000, 1.5999]
(1, 2, 2, 2),12,[35039, 10000, 3.5039]
(1, 2, 2, 2),13,[6205, 10000, 0.6205]
(1, 2, 2, 2),14,[18321, 10000, 1.8321]
(1, 2, 2, 2),15,[15305, 10000, 1.5305]
(1, 2, 2, 3),0,[0, 10000, 0.0]
(1, 2, 2, 3),1,[34290, 10000, 3.429]
(1, 2, 2, 3),2,[252664, 10000, 25.2664]
(1, 2, 2, 3),3,[179006, 10000, 17.9006]
(1, 2, 2, 3),4,[254486, 10000, 25.4486]
(1, 2, 2, 3),5,[183084, 10000, 18.3084]
(1, 2, 2, 3),6,[185778, 10000, 18.5778]
(1, 2, 2, 3),7,[159584, 10000, 15.9584]
(1, 2, 2, 3),8,[41185, 10000, 4.1185]
(1, 2, 2, 3),9,[62425, 10000, 6.2425]
(1, 2, 2, 3),10,[187001, 10000, 18.7001]
(1, 2, 2, 3),11,[159560, 10000, 15.956]
(1, 2, 2, 3),12,[186938, 10000, 18.6938]
(1, 2, 2, 3),13,[157268, 10000, 15.7268]
(1, 2, 2, 3),14,[170176, 10000, 17.0176]
(1, 2, 2, 3),15,[162420, 10000, 16.242]
(1, 2, 2, 4),0,[0, 10000, 0.0]
(1, 2, 2, 4),1,[33715, 10000, 3.3715]
(1, 2, 2, 4),2,[252160, 10000, 25.216]
(1, 2, 2, 4),3,[178904, 10000, 17.8904]
(1, 2, 2, 4),4,[250690, 10000, 25.069]
(1, 2, 2, 4),5,[179492, 10000, 17.9492]
(1, 2, 2, 4),6,[185263, 10000, 18.5263]
(1, 2, 2, 4),7,[161967, 10000, 16.1967]
(1, 2, 2, 4),8,[41075, 10000, 4.1075]
(1, 2, 2, 4),9,[61850, 10000, 6.185]
(1, 2, 2, 4),10,[187424, 10000, 18.7424]
(1, 2, 2, 4),11,[162391, 10000, 16.2391]
(1, 2, 2, 4),12,[183414, 10000, 18.3414]
(1, 2, 2, 4),13,[160957, 10000, 16.0957]
(1, 2, 2, 4),14,[173248, 10000, 17.3248]
(1, 2, 2, 4),15,[165728, 10000, 16.5728]
(1, 2, 2, 5),0,[0, 10000, 0.0]
(1, 2, 2, 5),1,[33815, 10000, 3.3815]
(1, 2, 2, 5),2,[255174, 10000, 25.5174]
(1, 2, 2, 5),3,[179687, 10000, 17.9687]
(1, 2, 2, 5),4,[252480, 10000, 25.248]
(1, 2, 2, 5),5,[175622, 10000, 17.5622]
(1, 2, 2, 5),6,[185196, 10000, 18.5196]
(1, 2, 2, 5),7,[161021, 10000, 16.1021]
(1, 2, 2, 5),8,[42305, 10000, 4.2305]
(1, 2, 2, 5),9,[62445, 10000, 6.2445]
(1, 2, 2, 5),10,[188660, 10000, 18.866]
(1, 2, 2, 5),11,[158168, 10000, 15.8168]
(1, 2, 2, 5),12,[180077, 10000, 18.0077]
(1, 2, 2, 5),13,[160847, 10000, 16.0847]
(1, 2, 2, 5),14,[167942, 10000, 16.7942]
(1, 2, 2, 5),15,[162865, 10000, 16.2865]
(1, 2, 2, 6),0,[0, 10000, 0.0]
(1, 2, 2, 6),1,[33280, 10000, 3.328]
(1, 2, 2, 6),2,[254172, 10000, 25.4172]
(1, 2, 2, 6),3,[176275, 10000, 17.6275]
(1, 2, 2, 6),4,[248662, 10000, 24.8662]
(1, 2, 2, 6),5,[175614, 10000, 17.5614]
(1, 2, 2, 6),6,[183580, 10000, 18.358]
(1, 2, 2, 6),7,[163218, 10000, 16.3218]
(1, 2, 2, 6),8,[42070, 10000, 4.207]
(1, 2, 2, 6),9,[61240, 10000, 6.124]
(1, 2, 2, 6),10,[183398, 10000, 18.3398]
(1, 2, 2, 6),11,[161769, 10000, 16.1769]
(1, 2, 2, 6),12,[188064, 10000, 18.8064]
(1, 2, 2, 6),13,[158430, 10000, 15.843]
(1, 2, 2, 6),14,[170234, 10000, 17.0234]
(1, 2, 2, 6),15,[160646, 10000, 16.0646]
(1, 2, 3, 3),0,[0, 10000, 0.0]
(1, 2, 3, 3),1,[33635, 10000, 3.3635]
(1, 2, 3, 3),2,[41560, 10000, 4.156]
(1, 2, 3, 3),3,[61915, 10000, 6.1915]
(1, 2, 3, 3),4,[254156, 10000, 25.4156]
(1, 2, 3, 3),5,[177582, 10000, 17.7582]
(1, 2, 3, 3),6,[188894, 10000, 18.8894]
(1, 2, 3, 3),7,[160742, 10000, 16.0742]
(1, 2, 3, 3),8,[251156, 10000, 25.1156]
(1, 2, 3, 3),9,[177000, 10000, 17.7]
(1, 2, 3, 3),10,[186285, 10000, 18.6285]
(1, 2, 3, 3),11,[157258, 10000, 15.7258]
(1, 2, 3, 3),12,[188623, 10000, 18.8623]
(1, 2, 3, 3),13,[163410, 10000, 16.341]
(1, 2, 3, 3),14,[172205, 10000, 17.2205]
(1, 2, 3, 3),15,[160703, 10000, 16.0703]
(1, 2, 3, 4),0,[0, 10000, 0.0]
(1, 2, 3, 4),1,[-246500, 10000, -24.65]
(1, 2, 3, 4),2,[-247662, 10000, -24.7662]
(1, 2, 3, 4),3,[-321646, 10000, -32.1646]
(1, 2, 3, 4),4,[-251092, 10000, -25.1092]
(1, 2, 3, 4),5,[-322067, 10000, -32.2067]
(1, 2, 3, 4),6,[-310909, 10000, -31.0909]
(1, 2, 3, 4),7,[-335913, 10000, -33.5913]
(1, 2, 3, 4),8,[-248340, 10000, -24.834]
(1, 2, 3, 4),9,[-321278, 10000, -32.1278]
(1, 2, 3, 4),10,[-313682, 10000, -31.3682]
(1, 2, 3, 4),11,[-337372, 10000, -33.7372]
(1, 2, 3, 4),12,[-316258, 10000, -31.6258]
(1, 2, 3, 4),13,[-339282, 10000, -33.9282]
(1, 2, 3, 4),14,[-329356, 10000, -32.9356]
(1, 2, 3, 4),15,[-337627, 10000, -33.7627]
(1, 2, 3, 5),0,[0, 10000, 0.0]
(1, 2, 3, 5),1,[-251400, 10000, -25.14]
(1, 2, 3, 5),2,[-246008, 10000, -24.6008]
(1, 2, 3, 5),3,[-321973, 10000, -32.1973]
(1, 2, 3, 5),4,[-246624, 10000, -24.6624]
(1, 2, 3, 5),5,[-323268, 10000, -32.3268]
(1, 2, 3, 5),6,[-316817, 10000, -31.6817]
(1, 2, 3, 5),7,[-341221, 10000, -34.1221]
(1, 2, 3, 5),8,[-245844, 10000, -24.5844]
(1, 2, 3, 5),9,[-324119, 10000, -32.4119]
(1, 2, 3, 5),10,[-314174, 10000, -31.4174]
(1, 2, 3, 5),11,[-341445, 10000, -34.1445]
(1, 2, 3, 5),12,[-313999, 10000, -31.3999]
(1, 2, 3, 5),13,[-341037, 10000, -34.1037]
(1, 2, 3, 5),14,[-329558, 10000, -32.9558]
(1, 2, 3, 5),15,[-337899, 10000, -33.7899]
(1, 2, 3, 6),0,[0, 10000, 0.0]
(1, 2, 3, 6),1,[-246350, 10000, -24.635]
(1, 2, 3, 6),2,[-246328, 10000, -24.6328]
(1, 2, 3, 6),3,[-319076, 10000, -31.9076]
(1, 2, 3, 6),4,[-247242, 10000, -24.7242]
(1, 2, 3, 6),5,[-324039, 10000, -32.4039]
(1, 2, 3, 6),6,[-312512, 10000, -31.2512]
(1, 2, 3, 6),7,[-335738, 10000, -33.5738]
(1, 2, 3, 6),8,[-249194, 10000, -24.9194]
(1, 2, 3, 6),9,[-318819, 10000, -31.8819]
(1, 2, 3, 6),10,[-313160, 10000, -31.316]
(1, 2, 3, 6),11,[-342592, 10000, -34.2592]
(1, 2, 3, 6),12,[-314171, 10000, -31.4171]
(1, 2, 3, 6),13,[-338782, 10000, -33.8782]
(1, 2, 3, 6),14,[-330363, 10000, -33.0363]
(1, 2, 3, 6),15,[-337936, 10000, -33.7936]
(1, 2, 4, 4),0,[0, 10000, 0.0]
